x,y,z
2500,2500,0
2499.99,2496.24,1
2499.98,2493.25,2
2499.97,2490.63,3
2499.96,2488.26,4
2499.94,2486.05,5
2499.92,2483.96,6
2499.9,2481.98,7
2499.87,2480.09,8
2499.85,2478.26,9
2499.82,2476.5,10
2499.79,2474.79,11
2499.76,2473.13,12
2499.73,2471.51,13
2499.69,2469.92,14
2499.66,2468.37,15
2499.62,2466.86,16
2499.58,2465.37,17
2499.54,2463.91,18
2499.49,2462.47,19
2499.45,2461.05,20
2499.4,2459.66,21
2499.36,2458.29,22
2499.31,2456.93,23
2499.26,2455.6,24
2499.2,2454.28,25
2499.15,2452.97,26
2499.1,2451.68,27
2499.04,2450.41,28
2498.98,2449.15,29
2498.92,2447.9,30
2498.86,2446.66,31
2498.8,2445.44,32
2498.74,2444.22,33
2498.68,2443.02,34
2498.61,2441.83,35
2498.54,2440.65,36
2498.47,2439.47,37
2498.4,2438.31,38
2498.33,2437.16,39
2498.26,2436.01,40
2498.19,2434.87,41
2498.11,2433.74,42
2498.04,2432.62,43
2497.96,2431.51,44
2497.88,2430.4,45
2497.8,2429.3,46
2497.72,2428.2,47
2497.64,2427.12,48
2497.56,2426.04,49
2497.47,2424.96,50
2497.39,2423.89,51
2497.3,2422.83,52
2497.21,2421.77,53
2497.12,2420.72,54
2497.03,2419.68,55
2496.94,2418.64,56
2496.85,2417.6,57
2496.75,2416.57,58
2496.66,2415.54,59
2496.56,2414.52,60
2496.46,2413.51,61
2496.36,2412.49,62
2496.26,2411.49,63
2496.16,2410.48,64
2496.06,2409.48,65
2495.96,2408.49,66
2495.85,2407.5,67
2495.75,2406.51,68
2495.64,2405.53,69
2495.53,2404.55,70
2495.42,2403.57,71
2495.31,2402.6,72
2495.2,2401.63,73
2495.09,2400.67,74
2494.97,2399.71,75
2494.86,2398.75,76
2494.74,2397.8,77
2494.63,2396.84,78
2494.51,2395.9,79
2494.39,2394.95,80
2494.27,2394.01,81
2494.15,2393.07,82
2494.02,2392.13,83
2493.9,2391.2,84
2493.77,2390.27,85
2493.65,2389.34,86
2493.52,2388.42,87
2493.39,2387.49,88
2493.26,2386.57,89
2493.13,2385.66,90
2493,2384.74,91
2492.87,2383.83,92
2492.73,2382.92,93
2492.6,2382.01,94
2492.46,2381.11,95
2492.33,2380.21,96
2492.19,2379.31,97
2492.05,2378.41,98
2491.91,2377.51,99
2491.77,2376.62,100
2491.62,2375.73,101
2491.48,2374.84,102
2491.34,2373.95,103
2491.19,2373.07,104
2491.04,2372.18,105
2490.89,2371.3,106
2490.75,2370.42,107
2490.6,2369.55,108
2490.44,2368.67,109
2490.29,2367.8,110
2490.14,2366.93,111
2489.98,2366.06,112
2489.83,2365.19,113
2489.67,2364.33,114
2489.51,2363.46,115
2489.35,2362.6,116
2489.19,2361.74,117
2489.03,2360.88,118
2488.87,2360.02,119
2488.71,2359.17,120
2488.54,2358.32,121
2488.38,2357.46,122
2488.21,2356.61,123
2488.05,2355.77,124
2487.88,2354.92,125
2487.71,2354.07,126
2487.54,2353.23,127
2487.37,2352.39,128
2487.19,2351.55,129
2487.02,2350.71,130
2486.84,2349.87,131
2486.67,2349.03,132
2486.49,2348.2,133
2486.31,2347.36,134
2486.13,2346.53,135
2485.95,2345.7,136
2485.77,2344.87,137
2485.59,2344.04,138
2485.41,2343.21,139
2485.22,2342.39,140
2485.04,2341.57,141
2484.85,2340.74,142
2484.66,2339.92,143
2484.47,2339.1,144
2484.28,2338.28,145
2484.09,2337.46,146
2483.9,2336.65,147
2483.71,2335.83,148
2483.51,2335.02,149
2483.32,2334.2,150
2483.12,2333.39,151
2482.92,2332.58,152
2482.73,2331.77,153
2482.53,2330.96,154
2482.33,2330.16,155
2482.12,2329.35,156
2481.92,2328.54,157
2481.72,2327.74,158
2481.51,2326.94,159
2481.31,2326.14,160
2481.1,2325.34,161
2480.89,2324.54,162
2480.68,2323.74,163
2480.47,2322.94,164
2480.26,2322.14,165
2480.05,2321.35,166
2479.84,2320.55,167
2479.62,2319.76,168
2479.41,2318.97,169
2479.19,2318.18,170
2478.97,2317.39,171
2478.75,2316.6,172
2478.53,2315.81,173
2478.31,2315.02,174
2478.09,2314.23,175
2477.87,2313.45,176
2477.64,2312.66,177
2477.42,2311.88,178
2477.19,2311.1,179
2476.97,2310.32,180
2476.74,2309.53,181
2476.51,2308.75,182
2476.28,2307.97,183
2476.05,2307.2,184
2475.81,2306.42,185
2475.58,2305.64,186
2475.35,2304.87,187
2475.11,2304.09,188
2474.87,2303.32,189
2474.64,2302.54,190
2474.4,2301.77,191
2474.16,2301,192
2473.92,2300.23,193
2473.67,2299.46,194
2473.43,2298.69,195
2473.19,2297.92,196
2472.94,2297.15,197
2472.69,2296.39,198
2472.45,2295.62,199
2472.2,2294.86,200
2471.95,2294.09,201
2471.7,2293.33,202
2471.44,2292.56,203
2471.19,2291.8,204
2470.94,2291.04,205
2470.68,2290.28,206
2470.43,2289.52,207
2470.17,2288.76,208
2469.91,2288,209
2469.65,2287.25,210
2469.39,2286.49,211
2469.13,2285.73,212
2468.87,2284.98,213
2468.6,2284.22,214
2468.34,2283.47,215
2468.07,2282.72,216
2467.81,2281.96,217
2467.54,2281.21,218
2467.27,2280.46,219
2467,2279.71,220
2466.73,2278.96,221
2466.45,2278.21,222
2466.18,2277.46,223
2465.91,2276.71,224
2465.63,2275.97,225
2465.35,2275.22,226
2465.08,2274.47,227
2464.8,2273.73,228
2464.52,2272.98,229
2464.24,2272.24,230
2463.95,2271.5,231
2463.67,2270.75,232
2463.39,2270.01,233
2463.1,2269.27,234
2462.81,2268.53,235
2462.53,2267.79,236
2462.24,2267.05,237
2461.95,2266.31,238
2461.66,2265.57,239
2461.37,2264.84,240
2461.07,2264.1,241
2460.78,2263.36,242
2460.48,2262.63,243
2460.19,2261.89,244
2459.89,2261.16,245
2459.59,2260.42,246
2459.29,2259.69,247
2458.99,2258.96,248
2458.69,2258.23,249
2458.39,2257.5,250
2458.08,2256.76,251
2457.78,2256.03,252
2457.47,2255.3,253
2457.16,2254.57,254
2456.85,2253.85,255
2456.54,2253.12,256
2456.23,2252.39,257
2455.92,2251.66,258
2455.61,2250.94,259
2455.29,2250.21,260
2454.98,2249.49,261
2454.66,2248.76,262
2454.35,2248.04,263
2454.03,2247.32,264
2453.71,2246.59,265
2453.39,2245.87,266
2453.07,2245.15,267
2452.74,2244.43,268
2452.42,2243.71,269
2452.09,2242.99,270
2451.77,2242.27,271
2451.44,2241.55,272
2451.11,2240.83,273
2450.78,2240.11,274
2450.45,2239.39,275
2450.12,2238.68,276
2449.79,2237.96,277
2449.45,2237.24,278
2449.12,2236.53,279
2448.78,2235.81,280
2448.44,2235.1,281
2448.1,2234.39,282
2447.76,2233.67,283
2447.42,2232.96,284
2447.08,2232.25,285
2446.74,2231.54,286
2446.39,2230.83,287
2446.05,2230.12,288
2445.7,2229.41,289
2445.35,2228.7,290
2445.01,2227.99,291
2444.66,2227.28,292
2444.31,2226.57,293
2443.95,2225.86,294
2443.6,2225.16,295
2443.25,2224.45,296
2442.89,2223.74,297
2442.53,2223.04,298
2442.18,2222.33,299
2441.82,2221.63,300
2441.46,2220.93,301
2441.1,2220.22,302
2440.73,2219.52,303
2440.37,2218.82,304
2440.01,2218.11,305
2439.64,2217.41,306
2439.27,2216.71,307
2438.9,2216.01,308
2438.54,2215.31,309
2438.16,2214.61,310
2437.79,2213.91,311
2437.42,2213.21,312
2437.05,2212.52,313
2436.67,2211.82,314
2436.3,2211.12,315
2435.92,2210.43,316
2435.54,2209.73,317
2435.16,2209.03,318
2434.78,2208.34,319
2434.4,2207.64,320
2434.02,2206.95,321
2433.63,2206.26,322
2433.25,2205.56,323
2432.86,2204.87,324
2432.47,2204.18,325
2432.08,2203.49,326
2431.69,2202.8,327
2431.3,2202.11,328
2430.91,2201.42,329
2430.52,2200.73,330
2430.12,2200.04,331
2429.73,2199.35,332
2429.33,2198.66,333
2428.93,2197.97,334
2428.53,2197.28,335
2428.13,2196.6,336
2427.73,2195.91,337
2427.33,2195.23,338
2426.92,2194.54,339
2426.52,2193.86,340
2426.11,2193.17,341
2425.7,2192.49,342
2425.3,2191.8,343
2424.89,2191.12,344
2424.48,2190.44,345
2424.06,2189.76,346
2423.65,2189.07,347
2423.24,2188.39,348
2422.82,2187.71,349
2422.4,2187.03,350
2421.99,2186.35,351
2421.57,2185.67,352
2421.15,2184.99,353
2420.72,2184.32,354
2420.3,2183.64,355
2419.88,2182.96,356
2419.45,2182.28,357
2419.03,2181.61,358
2418.6,2180.93,359
2418.17,2180.26,360
2417.74,2179.58,361
2417.31,2178.91,362
2416.88,2178.23,363
2416.44,2177.56,364
2416.01,2176.89,365
2415.57,2176.21,366
2415.14,2175.54,367
2414.7,2174.87,368
2414.26,2174.2,369
2413.82,2173.53,370
2413.38,2172.86,371
2412.93,2172.19,372
2412.49,2171.52,373
2412.04,2170.85,374
2411.6,2170.18,375
2411.15,2169.51,376
2410.7,2168.85,377
2410.25,2168.18,378
2409.8,2167.51,379
2409.35,2166.85,380
2408.89,2166.18,381
2408.44,2165.52,382
2407.98,2164.85,383
2407.52,2164.19,384
2407.07,2163.52,385
2406.61,2162.86,386
2406.14,2162.2,387
2405.68,2161.54,388
2405.22,2160.88,389
2404.75,2160.21,390
2404.29,2159.55,391
2403.82,2158.89,392
2403.35,2158.23,393
2402.88,2157.57,394
2402.41,2156.92,395
2401.94,2156.26,396
2401.47,2155.6,397
2400.99,2154.94,398
2400.52,2154.28,399
2400.04,2153.63,400
2399.56,2152.97,401
2399.08,2152.32,402
2398.6,2151.66,403
2398.12,2151.01,404
2397.64,2150.35,405
2397.15,2149.7,406
2396.67,2149.05,407
2396.18,2148.39,408
2395.69,2147.74,409
2395.2,2147.09,410
2394.71,2146.44,411
2394.22,2145.79,412
2393.73,2145.14,413
2393.23,2144.49,414
2392.74,2143.84,415
2392.24,2143.19,416
2391.74,2142.54,417
2391.25,2141.9,418
2390.74,2141.25,419
2390.24,2140.6,420
2389.74,2139.96,421
2389.24,2139.31,422
2388.73,2138.66,423
2388.22,2138.02,424
2387.72,2137.38,425
2387.21,2136.73,426
2386.7,2136.09,427
2386.19,2135.45,428
2385.67,2134.8,429
2385.16,2134.16,430
2384.64,2133.52,431
2384.13,2132.88,432
2383.61,2132.24,433
2383.09,2131.6,434
2382.57,2130.96,435
2382.05,2130.32,436
2381.52,2129.68,437
2381,2129.05,438
2380.47,2128.41,439
2379.95,2127.77,440
2379.42,2127.14,441
2378.89,2126.5,442
2378.36,2125.87,443
2377.83,2125.23,444
2377.3,2124.6,445
2376.76,2123.96,446
2376.23,2123.33,447
2375.69,2122.7,448
2375.15,2122.07,449
2374.61,2121.43,450
2374.07,2120.8,451
2373.53,2120.17,452
2372.98,2119.54,453
2372.44,2118.91,454
2371.89,2118.28,455
2371.35,2117.65,456
2370.8,2117.03,457
2370.25,2116.4,458
2369.7,2115.77,459
2369.15,2115.15,460
2368.59,2114.52,461
2368.04,2113.9,462
2367.48,2113.27,463
2366.92,2112.65,464
2366.37,2112.02,465
2365.81,2111.4,466
2365.24,2110.78,467
2364.68,2110.15,468
2364.12,2109.53,469
2363.55,2108.91,470
2362.99,2108.29,471
2362.42,2107.67,472
2361.85,2107.05,473
2361.28,2106.43,474
2360.71,2105.81,475
2360.13,2105.2,476
2359.56,2104.58,477
2358.98,2103.96,478
2358.41,2103.35,479
2357.83,2102.73,480
2357.25,2102.12,481
2356.67,2101.5,482
2356.09,2100.89,483
2355.5,2100.27,484
2354.92,2099.66,485
2354.33,2099.05,486
2353.75,2098.44,487
2353.16,2097.82,488
2352.57,2097.21,489
2351.98,2096.6,490
2351.38,2095.99,491
2350.79,2095.39,492
2350.19,2094.78,493
2349.6,2094.17,494
2349,2093.56,495
2348.4,2092.95,496
2347.8,2092.35,497
2347.2,2091.74,498
2346.6,2091.14,499
2345.99,2090.53,500
2345.38,2089.93,501
2344.78,2089.33,502
2344.17,2088.72,503
2343.56,2088.12,504
2342.95,2087.52,505
2342.34,2086.92,506
2341.72,2086.32,507
2341.11,2085.72,508
2340.49,2085.12,509
2339.87,2084.52,510
2339.25,2083.92,511
2338.63,2083.32,512
2338.01,2082.73,513
2337.39,2082.13,514
2336.76,2081.53,515
2336.14,2080.94,516
2335.51,2080.34,517
2334.88,2079.75,518
2334.25,2079.16,519
2333.62,2078.56,520
2332.99,2077.97,521
2332.35,2077.38,522
2331.72,2076.79,523
2331.08,2076.2,524
2330.44,2075.61,525
2329.8,2075.02,526
2329.16,2074.43,527
2328.52,2073.84,528
2327.88,2073.26,529
2327.23,2072.67,530
2326.59,2072.08,531
2325.94,2071.5,532
2325.29,2070.91,533
2324.64,2070.33,534
2323.99,2069.75,535
2323.33,2069.16,536
2322.68,2068.58,537
2322.02,2068,538
2321.37,2067.42,539
2320.71,2066.84,540
2320.05,2066.26,541
2319.39,2065.68,542
2318.73,2065.1,543
2318.06,2064.52,544
2317.4,2063.94,545
2316.73,2063.37,546
2316.06,2062.79,547
2315.39,2062.21,548
2314.72,2061.64,549
2314.05,2061.07,550
2313.37,2060.49,551
2312.7,2059.92,552
2312.02,2059.35,553
2311.35,2058.77,554
2310.67,2058.2,555
2309.99,2057.63,556
2309.3,2057.06,557
2308.62,2056.5,558
2307.94,2055.93,559
2307.25,2055.36,560
2306.56,2054.79,561
2305.87,2054.23,562
2305.18,2053.66,563
2304.49,2053.1,564
2303.8,2052.53,565
2303.1,2051.97,566
2302.41,2051.4,567
2301.71,2050.84,568
2301.01,2050.28,569
2300.31,2049.72,570
2299.61,2049.16,571
2298.91,2048.6,572
2298.2,2048.04,573
2297.5,2047.48,574
2296.79,2046.92,575
2296.08,2046.37,576
2295.37,2045.81,577
2294.66,2045.26,578
2293.95,2044.7,579
2293.23,2044.15,580
2292.52,2043.59,581
2291.8,2043.04,582
2291.08,2042.49,583
2290.36,2041.94,584
2289.64,2041.39,585
2288.92,2040.84,586
2288.19,2040.29,587
2287.47,2039.74,588
2286.74,2039.19,589
2286.01,2038.65,590
2285.28,2038.1,591
2284.55,2037.55,592
2283.82,2037.01,593
2283.08,2036.46,594
2282.35,2035.92,595
2281.61,2035.38,596
2280.87,2034.84,597
2280.13,2034.3,598
2279.39,2033.76,599
2278.65,2033.22,600
2277.9,2032.68,601
2277.16,2032.14,602
2276.41,2031.6,603
2275.66,2031.06,604
2274.91,2030.53,605
2274.16,2029.99,606
2273.41,2029.46,607
2272.65,2028.92,608
2271.89,2028.39,609
2271.14,2027.86,610
2270.38,2027.33,611
2269.62,2026.8,612
2268.86,2026.27,613
2268.09,2025.74,614
2267.33,2025.21,615
2266.56,2024.68,616
2265.8,2024.15,617
2265.03,2023.63,618
2264.26,2023.1,619
2263.48,2022.58,620
2262.71,2022.05,621
2261.94,2021.53,622
2261.16,2021.01,623
2260.38,2020.49,624
2259.6,2019.97,625
2258.82,2019.45,626
2258.04,2018.93,627
2257.26,2018.41,628
2256.47,2017.89,629
2255.68,2017.38,630
2254.9,2016.86,631
2254.11,2016.34,632
2253.32,2015.83,633
2252.52,2015.32,634
2251.73,2014.8,635
2250.93,2014.29,636
2250.14,2013.78,637
2249.34,2013.27,638
2248.54,2012.76,639
2247.74,2012.25,640
2246.93,2011.74,641
2246.13,2011.24,642
2245.32,2010.73,643
2244.52,2010.23,644
2243.71,2009.72,645
2242.9,2009.22,646
2242.08,2008.72,647
2241.27,2008.21,648
2240.46,2007.71,649
2239.64,2007.21,650
2238.82,2006.71,651
2238,2006.21,652
2237.18,2005.72,653
2236.36,2005.22,654
2235.54,2004.72,655
2234.71,2004.23,656
2233.88,2003.73,657
2233.05,2003.24,658
2232.22,2002.75,659
2231.39,2002.26,660
2230.56,2001.77,661
2229.73,2001.28,662
2228.89,2000.79,663
2228.05,2000.3,664
2227.21,1999.81,665
2226.37,1999.32,666
2225.53,1998.84,667
2224.69,1998.35,668
2223.84,1997.87,669
2223,1997.39,670
2222.15,1996.91,671
2221.3,1996.42,672
2220.45,1995.94,673
2219.59,1995.46,674
2218.74,1994.99,675
2217.88,1994.51,676
2217.03,1994.03,677
2216.17,1993.56,678
2215.31,1993.08,679
2214.44,1992.61,680
2213.58,1992.13,681
2212.72,1991.66,682
2211.85,1991.19,683
2210.98,1990.72,684
2210.11,1990.25,685
2209.24,1989.78,686
2208.37,1989.32,687
2207.49,1988.85,688
2206.62,1988.38,689
2205.74,1987.92,690
2204.86,1987.46,691
2203.98,1986.99,692
2203.1,1986.53,693
2202.22,1986.07,694
2201.33,1985.61,695
2200.44,1985.15,696
2199.56,1984.7,697
2198.67,1984.24,698
2197.77,1983.78,699
2196.88,1983.33,700
2195.99,1982.87,701
2195.09,1982.42,702
2194.19,1981.97,703
2193.29,1981.52,704
2192.39,1981.07,705
2191.49,1980.62,706
2190.59,1980.17,707
2189.68,1979.72,708
2188.78,1979.28,709
2187.87,1978.83,710
2186.96,1978.39,711
2186.04,1977.94,712
2185.13,1977.5,713
2184.22,1977.06,714
2183.3,1976.62,715
2182.38,1976.18,716
2181.46,1975.74,717
2180.54,1975.31,718
2179.62,1974.87,719
2178.69,1974.44,720
2177.77,1974,721
2176.84,1973.57,722
2175.91,1973.14,723
2174.98,1972.71,724
2174.05,1972.28,725
2173.11,1971.85,726
2172.18,1971.42,727
2171.24,1970.99,728
2170.3,1970.57,729
2169.36,1970.14,730
2168.42,1969.72,731
2167.48,1969.3,732
2166.53,1968.88,733
2165.58,1968.46,734
2164.64,1968.04,735
2163.69,1967.62,736
2162.73,1967.2,737
2161.78,1966.78,738
2160.83,1966.37,739
2159.87,1965.96,740
2158.91,1965.54,741
2157.95,1965.13,742
2156.99,1964.72,743
2156.03,1964.31,744
2155.06,1963.9,745
2154.1,1963.5,746
2153.13,1963.09,747
2152.16,1962.68,748
2151.19,1962.28,749
2150.22,1961.88,750
2149.24,1961.48,751
2148.27,1961.08,752
2147.29,1960.68,753
2146.31,1960.28,754
2145.33,1959.88,755
2144.35,1959.48,756
2143.36,1959.09,757
2142.38,1958.7,758
2141.39,1958.3,759
2140.4,1957.91,760
2139.41,1957.52,761
2138.42,1957.13,762
2137.43,1956.74,763
2136.43,1956.36,764
2135.43,1955.97,765
2134.43,1955.59,766
2133.43,1955.2,767
2132.43,1954.82,768
2131.43,1954.44,769
2130.42,1954.06,770
2129.42,1953.68,771
2128.41,1953.3,772
2127.4,1952.93,773
2126.38,1952.55,774
2125.37,1952.18,775
2124.36,1951.8,776
2123.34,1951.43,777
2122.32,1951.06,778
2121.3,1950.69,779
2120.28,1950.33,780
2119.25,1949.96,781
2118.23,1949.59,782
2117.2,1949.23,783
2116.17,1948.87,784
2115.14,1948.5,785
2114.11,1948.14,786
2113.08,1947.78,787
2112.04,1947.43,788
2111,1947.07,789
2109.97,1946.71,790
2108.93,1946.36,791
2107.88,1946.01,792
2106.84,1945.65,793
2105.79,1945.3,794
2104.75,1944.95,795
2103.7,1944.61,796
2102.65,1944.26,797
2101.6,1943.91,798
2100.54,1943.57,799
2099.49,1943.23,800
2098.43,1942.89,801
2097.37,1942.54,802
2096.31,1942.21,803
2095.25,1941.87,804
2094.18,1941.53,805
2093.12,1941.2,806
2092.05,1940.86,807
2090.98,1940.53,808
2089.91,1940.2,809
2088.84,1939.87,810
2087.76,1939.54,811
2086.69,1939.21,812
2085.61,1938.89,813
2084.53,1938.56,814
2083.45,1938.24,815
2082.37,1937.92,816
2081.28,1937.6,817
2080.19,1937.28,818
2079.11,1936.96,819
2078.02,1936.64,820
2076.93,1936.33,821
2075.83,1936.01,822
2074.74,1935.7,823
2073.64,1935.39,824
2072.54,1935.08,825
2071.44,1934.77,826
2070.34,1934.46,827
2069.24,1934.16,828
2068.13,1933.85,829
2067.02,1933.55,830
2065.92,1933.25,831
2064.81,1932.95,832
2063.69,1932.65,833
2062.58,1932.35,834
2061.46,1932.06,835
2060.35,1931.76,836
2059.23,1931.47,837
2058.11,1931.18,838
2056.98,1930.89,839
2055.86,1930.6,840
2054.73,1930.31,841
2053.61,1930.03,842
2052.48,1929.74,843
2051.34,1929.46,844
2050.21,1929.18,845
2049.08,1928.9,846
2047.94,1928.62,847
2046.8,1928.34,848
2045.66,1928.07,849
2044.52,1927.79,850
2043.37,1927.52,851
2042.23,1927.25,852
2041.08,1926.98,853
2039.93,1926.71,854
2038.78,1926.44,855
2037.63,1926.18,856
2036.48,1925.92,857
2035.32,1925.65,858
2034.16,1925.39,859
2033,1925.13,860
2031.84,1924.88,861
2030.68,1924.62,862
2029.51,1924.36,863
2028.34,1924.11,864
2027.18,1923.86,865
2026.01,1923.61,866
2024.83,1923.36,867
2023.66,1923.11,868
2022.48,1922.87,869
2021.31,1922.63,870
2020.13,1922.38,871
2018.95,1922.14,872
2017.76,1921.9,873
2016.58,1921.67,874
2015.39,1921.43,875
2014.2,1921.19,876
2013.01,1920.96,877
2011.82,1920.73,878
2010.63,1920.5,879
2009.43,1920.27,880
2008.23,1920.05,881
2007.03,1919.82,882
2005.83,1919.6,883
2004.63,1919.38,884
2003.43,1919.16,885
2002.22,1918.94,886
2001.01,1918.72,887
1999.8,1918.51,888
1998.59,1918.29,889
1997.38,1918.08,890
1996.16,1917.87,891
1994.94,1917.66,892
1993.72,1917.46,893
1992.5,1917.25,894
1991.28,1917.05,895
1990.05,1916.84,896
1988.83,1916.64,897
1987.6,1916.45,898
1986.37,1916.25,899
1985.14,1916.05,900
1983.9,1915.86,901
1982.67,1915.67,902
1981.43,1915.48,903
1980.19,1915.29,904
1978.95,1915.1,905
1977.71,1914.92,906
1976.46,1914.74,907
1975.21,1914.55,908
1973.97,1914.37,909
1972.72,1914.2,910
1971.46,1914.02,911
1970.21,1913.85,912
1968.95,1913.67,913
1967.69,1913.5,914
1966.43,1913.33,915
1965.17,1913.17,916
1963.91,1913,917
1962.64,1912.84,918
1961.38,1912.67,919
1960.11,1912.51,920
1958.84,1912.36,921
1957.56,1912.2,922
1956.29,1912.04,923
1955.01,1911.89,924
1953.73,1911.74,925
1952.45,1911.59,926
1951.17,1911.44,927
1949.89,1911.3,928
1948.6,1911.15,929
1947.31,1911.01,930
1946.02,1910.87,931
1944.73,1910.73,932
1943.44,1910.59,933
1942.14,1910.46,934
1940.84,1910.33,935
1939.54,1910.2,936
1938.24,1910.07,937
1936.94,1909.94,938
1935.64,1909.81,939
1934.33,1909.69,940
1933.02,1909.57,941
1931.71,1909.45,942
1930.4,1909.33,943
1929.08,1909.21,944
1927.76,1909.1,945
1926.45,1908.99,946
1925.13,1908.88,947
1923.8,1908.77,948
1922.48,1908.66,949
1921.15,1908.56,950
1919.83,1908.46,951
1918.5,1908.36,952
1917.16,1908.26,953
1915.83,1908.16,954
1914.49,1908.07,955
1913.16,1907.97,956
1911.82,1907.88,957
1910.48,1907.8,958
1909.13,1907.71,959
1907.79,1907.62,960
1906.44,1907.54,961
1905.09,1907.46,962
1903.74,1907.38,963
1902.39,1907.31,964
1901.03,1907.23,965
1899.67,1907.16,966
1898.31,1907.09,967
1896.95,1907.02,968
1895.59,1906.95,969
1894.23,1906.89,970
1892.86,1906.83,971
1891.49,1906.77,972
1890.12,1906.71,973
1888.75,1906.65,974
1887.37,1906.6,975
1886,1906.55,976
1884.62,1906.5,977
1883.24,1906.45,978
1881.85,1906.4,979
1880.47,1906.36,980
1879.08,1906.32,981
1877.69,1906.28,982
1876.3,1906.24,983
1874.91,1906.21,984
1873.52,1906.17,985
1872.12,1906.14,986
1870.72,1906.11,987
1869.32,1906.09,988
1867.92,1906.06,989
1866.51,1906.04,990
1865.11,1906.02,991
1863.7,1906,992
1862.29,1905.99,993
1860.88,1905.97,994
1859.46,1905.96,995
1858.05,1905.95,996
1856.63,1905.95,997
1855.21,1905.94,998
1853.79,1905.94,999
1852.36,1905.94,1000
1850.93,1905.94,1001
1849.51,1905.95,1002
1848.08,1905.96,1003
1846.64,1905.96,1004
1845.21,1905.98,1005
1843.77,1905.99,1006
1842.33,1906,1007
1840.89,1906.02,1008
1839.45,1906.04,1009
1838.01,1906.07,1010
1836.56,1906.09,1011
1835.11,1906.12,1012
1833.66,1906.15,1013
1832.21,1906.18,1014
1830.75,1906.21,1015
1829.3,1906.25,1016
1827.84,1906.29,1017
1826.38,1906.33,1018
1824.91,1906.37,1019
1823.45,1906.42,1020
1821.98,1906.47,1021
1820.51,1906.52,1022
1819.04,1906.57,1023
1817.57,1906.63,1024
1816.09,1906.69,1025
1814.62,1906.75,1026
1813.14,1906.81,1027
1811.65,1906.87,1028
1810.17,1906.94,1029
1808.69,1907.01,1030
1807.2,1907.09,1031
1805.71,1907.16,1032
1804.22,1907.24,1033
1802.72,1907.32,1034
1801.23,1907.4,1035
1799.73,1907.48,1036
1798.23,1907.57,1037
1796.73,1907.66,1038
1795.22,1907.75,1039
1793.72,1907.85,1040
1792.21,1907.95,1041
1790.7,1908.05,1042
1789.18,1908.15,1043
1787.67,1908.25,1044
1786.15,1908.36,1045
1784.63,1908.47,1046
1783.11,1908.58,1047
1781.59,1908.7,1048
1780.06,1908.82,1049
1778.54,1908.94,1050
1777.01,1909.06,1051
1775.47,1909.18,1052
1773.94,1909.31,1053
1772.4,1909.44,1054
1770.87,1909.58,1055
1769.33,1909.71,1056
1767.78,1909.85,1057
1766.24,1909.99,1058
1764.69,1910.13,1059
1763.15,1910.28,1060
1761.59,1910.43,1061
1760.04,1910.58,1062
1758.49,1910.74,1063
1756.93,1910.89,1064
1755.37,1911.05,1065
1753.81,1911.22,1066
1752.24,1911.38,1067
1750.68,1911.55,1068
1749.11,1911.72,1069
1747.54,1911.89,1070
1745.97,1912.07,1071
1744.39,1912.25,1072
1742.82,1912.43,1073
1741.24,1912.61,1074
1739.66,1912.8,1075
1738.08,1912.99,1076
1736.49,1913.18,1077
1734.9,1913.38,1078
1733.31,1913.58,1079
1731.72,1913.78,1080
1730.13,1913.98,1081
1728.53,1914.19,1082
1726.93,1914.4,1083
1725.33,1914.61,1084
1723.73,1914.83,1085
1722.12,1915.04,1086
1720.52,1915.26,1087
1718.91,1915.49,1088
1717.3,1915.72,1089
1715.68,1915.95,1090
1714.07,1916.18,1091
1712.45,1916.41,1092
1710.83,1916.65,1093
1709.21,1916.89,1094
1707.58,1917.14,1095
1705.96,1917.38,1096
1704.33,1917.63,1097
1702.69,1917.89,1098
1701.06,1918.14,1099
1699.43,1918.4,1100
1697.79,1918.66,1101
1696.15,1918.93,1102
1694.5,1919.2,1103
1692.86,1919.47,1104
1691.21,1919.74,1105
1689.56,1920.02,1106
1687.91,1920.3,1107
1686.26,1920.58,1108
1684.6,1920.87,1109
1682.94,1921.16,1110
1681.28,1921.45,1111
1679.62,1921.75,1112
1677.96,1922.05,1113
1676.29,1922.35,1114
1674.62,1922.65,1115
1672.95,1922.96,1116
1671.27,1923.27,1117
1669.6,1923.59,1118
1667.92,1923.9,1119
1666.24,1924.22,1120
